pfamacc	goterm	obsolete	consider	replaced	alt_id	go.name	go.namespace
5486	PF04234	GO:0005507					copper ion binding	molecular_function
5487	PF04234	GO:0046688					response to copper ion	biological_process
5488	PF04234	GO:0042597				GO:0005620;	periplasmic space	cellular_component
5489	PF04245	GO:0009295					nucleoid	cellular_component
5490	PF04252	GO:0008168				GO:0004480;	methyltransferase activity	molecular_function
5491	PF04258	GO:0004190					aspartic-type endopeptidase activity	molecular_function
5492	PF04258	GO:0016021					integral component of membrane	cellular_component
5493	PF04259	GO:0030435					sporulation resulting in formation of a cellular spore	biological_process
5494	PF04261	GO:0004601				GO:0016685;GO:0016686;GO:0016687;GO:0016693;	peroxidase activity	molecular_function
5495	PF04261	GO:0020037					heme binding	molecular_function
5496	PF04261	GO:0055114					oxidation-reduction process	biological_process
5497	PF04262	GO:0004357					glutamate-cysteine ligase activity	molecular_function
5498	PF04262	GO:0006750					glutathione biosynthetic process	biological_process
5499	PF04263	GO:0004788					thiamine diphosphokinase activity	molecular_function
5500	PF04263	GO:0005524					ATP binding	molecular_function
5501	PF04263	GO:0009229					thiamine diphosphate biosynthetic process	biological_process
5502	PF04265	GO:0030975					thiamine binding	molecular_function
5503	PF04265	GO:0009229					thiamine diphosphate biosynthetic process	biological_process
5504	PF04267	GO:0008115					sarcosine oxidase activity	molecular_function
5505	PF04267	GO:0046653					tetrahydrofolate metabolic process	biological_process
5510	PF04273	GO:0016787					hydrolase activity	molecular_function
5511	PF04275	GO:0004631					phosphomevalonate kinase activity	molecular_function
5512	PF04275	GO:0006695					cholesterol biosynthetic process	biological_process
5513	PF04275	GO:0005737					cytoplasm	cellular_component
5514	PF04277	GO:0008948					oxaloacetate decarboxylase activity	molecular_function
5515	PF04277	GO:0015081				GO:0022816;	sodium ion transmembrane transporter activity	molecular_function
5516	PF04277	GO:0071436					sodium ion export	biological_process
5517	PF04277	GO:0016020					membrane	cellular_component
5518	PF04279	GO:0016021					integral component of membrane	cellular_component
5519	PF04281	GO:0006886				GO:0032779;	intracellular protein transport	biological_process
5520	PF04281	GO:0005741					mitochondrial outer membrane	cellular_component
5524	PF04295	GO:0016829					lyase activity	molecular_function
5525	PF04309	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5526	PF04309	GO:0009607					response to biotic stimulus	biological_process
5527	PF04310	GO:0003677					DNA binding	molecular_function
5528	PF04310	GO:0005524					ATP binding	molecular_function
5529	PF04310	GO:0007059					chromosome segregation	biological_process
5530	PF04310	GO:0030261				GO:0000068;	chromosome condensation	biological_process
5531	PF04310	GO:0009295					nucleoid	cellular_component
5532	PF04313	GO:0003677					DNA binding	molecular_function
5533	PF04313	GO:0004519					endonuclease activity	molecular_function
5534	PF04313	GO:0006304					DNA modification	biological_process
5535	PF04319	GO:0009399					nitrogen fixation	biological_process
5536	PF04326	GO:0005524					ATP binding	molecular_function
5537	PF04333	GO:0016020					membrane	cellular_component
5538	PF04335	GO:0016020					membrane	cellular_component
5539	PF04336	GO:0008770					[acyl-carrier-protein] phosphodiesterase activity	molecular_function
5540	PF04336	GO:0006633				GO:0000037;	fatty acid biosynthetic process	biological_process
5541	PF04344	GO:0003824					catalytic activity	molecular_function
5542	PF04344	GO:0050920					regulation of chemotaxis	biological_process
5543	PF04344	GO:0009288					bacterial-type flagellum	cellular_component
5544	PF04345	GO:0008813					chorismate lyase activity	molecular_function
5545	PF04345	GO:0006744					ubiquinone biosynthetic process	biological_process
5546	PF04345	GO:0005737					cytoplasm	cellular_component
5547	PF04346	GO:0034228					ethanolamine transmembrane transporter activity	molecular_function
5548	PF04346	GO:0034229					ethanolamine transport	biological_process
5549	PF04346	GO:0016021					integral component of membrane	cellular_component
5550	PF04347	GO:0044781					bacterial-type flagellum organization	biological_process
5551	PF04347	GO:0016021					integral component of membrane	cellular_component
5552	PF04349	GO:0016051				GO:0006093;	carbohydrate biosynthetic process	biological_process
5553	PF04349	GO:0042597				GO:0005620;	periplasmic space	cellular_component
5554	PF04353	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5555	PF04354	GO:0000917				GO:0071937;GO:1902411;	barrier septum assembly	biological_process
5556	PF04354	GO:0016021					integral component of membrane	cellular_component
5557	PF04355	GO:0019867					outer membrane	cellular_component
5558	PF04362	GO:0005506					iron ion binding	molecular_function
5559	PF04364	GO:0003677					DNA binding	molecular_function
5560	PF04364	GO:0003887				GO:0003888;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0008723;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984;	DNA-directed DNA polymerase activity	molecular_function
5561	PF04364	GO:0006260				GO:0055133;	DNA replication	biological_process
5564	PF04371	GO:0004668					protein-arginine deiminase activity	molecular_function
5565	PF04371	GO:0009446					putrescine biosynthetic process	biological_process
5566	PF04376	GO:0004057				GO:0042172;	arginyltransferase activity	molecular_function
5567	PF04376	GO:0016598				GO:0019130;	protein arginylation	biological_process
5568	PF04377	GO:0004057				GO:0042172;	arginyltransferase activity	molecular_function
5569	PF04377	GO:0016598				GO:0019130;	protein arginylation	biological_process
5570	PF04378	GO:0008649					rRNA methyltransferase activity	molecular_function
5571	PF04378	GO:0070475					rRNA base methylation	biological_process
5572	PF04381	GO:0006310					DNA recombination	biological_process
5576	PF04384	GO:0016226					iron-sulfur cluster assembly	biological_process
5577	PF04390	GO:0043165					Gram-negative-bacterium-type cell outer membrane assembly	biological_process
5578	PF04390	GO:0019867					outer membrane	cellular_component
5579	PF04397	GO:0003677					DNA binding	molecular_function
5580	PF04406	GO:0003677					DNA binding	molecular_function
5581	PF04406	GO:0003824					catalytic activity	molecular_function
5582	PF04406	GO:0005524					ATP binding	molecular_function
5583	PF04406	GO:0006259				GO:0055132;	DNA metabolic process	biological_process
5584	PF04406	GO:0005694					chromosome	cellular_component
5585	PF04408	GO:0004386					helicase activity	molecular_function
5586	PF04410	GO:0001522					pseudouridine synthesis	biological_process
5587	PF04410	GO:0042254				GO:0007046;	ribosome biogenesis	biological_process
5588	PF04414	GO:0016788					hydrolase activity, acting on ester bonds	molecular_function
5589	PF04414	GO:0051499					D-aminoacyl-tRNA deacylase activity	molecular_function
5590	PF04420	GO:0071816					tail-anchored membrane protein insertion into ER membrane	biological_process
5591	PF04421	GO:0005085				GO:0008433;GO:0016219;GO:0019839;	guanyl-nucleotide exchange factor activity	molecular_function
5592	PF04421	GO:0007264					small GTPase mediated signal transduction	biological_process
5595	PF04433	GO:0005515				GO:0045308;	protein binding	molecular_function
5596	PF04434	GO:0008270					zinc ion binding	molecular_function
5597	PF04437	GO:0048193					Golgi vesicle transport	biological_process
5598	PF04437	GO:0005783					endoplasmic reticulum	cellular_component
5599	PF04440	GO:0005737					cytoplasm	cellular_component
5601	PF04442	GO:0005507					copper ion binding	molecular_function
5602	PF04443	GO:0047474					long-chain fatty acid luciferin component ligase activity	molecular_function
5603	PF04443	GO:0008218					bioluminescence	biological_process
5604	PF04444	GO:0005506					iron ion binding	molecular_function
5605	PF04444	GO:0018576					catechol 1,2-dioxygenase activity	molecular_function
5606	PF04444	GO:0009712					catechol-containing compound metabolic process	biological_process
5607	PF04444	GO:0055114					oxidation-reduction process	biological_process
5608	PF04446	GO:0000287					magnesium ion binding	molecular_function
5609	PF04446	GO:0008193					tRNA guanylyltransferase activity	molecular_function
5610	PF04446	GO:0006400				GO:0016549;	tRNA modification	biological_process
5612	PF04451	GO:0005198					structural molecule activity	molecular_function
5613	PF04451	GO:0019028				GO:0046728;	viral capsid	cellular_component
5614	PF04452	GO:0008168				GO:0004480;	methyltransferase activity	molecular_function
5615	PF04452	GO:0006364				GO:0006365;	rRNA processing	biological_process
5616	PF04453	GO:0010033					response to organic substance	biological_process
5617	PF04453	GO:0061024				GO:0016044;	membrane organization	biological_process
5618	PF04453	GO:0019867					outer membrane	cellular_component
5619	PF04454	GO:0008233					peptidase activity	molecular_function
5620	PF04454	GO:0042742				GO:0042830;	defense response to bacterium	biological_process
5621	PF04464	GO:0047355					CDP-glycerol glycerophosphotransferase activity	molecular_function
5622	PF04464	GO:0016020					membrane	cellular_component
5623	PF04466	GO:0006323					DNA packaging	biological_process
5624	PF04471	GO:0003677					DNA binding	molecular_function
5625	PF04471	GO:0004519					endonuclease activity	molecular_function
5626	PF04471	GO:0009307					DNA restriction-modification system	biological_process
5627	PF04472	GO:0000917				GO:0071937;GO:1902411;	barrier septum assembly	biological_process
5632	PF04492	GO:0006260				GO:0055133;	DNA replication	biological_process
5633	PF04493	GO:0004519					endonuclease activity	molecular_function
5634	PF04493	GO:0006281					DNA repair	biological_process
5635	PF04494	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5636	PF04494	GO:0005634					nucleus	cellular_component
5642	PF04505	GO:0009607					response to biotic stimulus	biological_process
5643	PF04505	GO:0016021					integral component of membrane	cellular_component
5644	PF04506	GO:0005319					lipid transporter activity	molecular_function
5645	PF04506	GO:0006869					lipid transport	biological_process
5646	PF04506	GO:0016021					integral component of membrane	cellular_component
5648	PF04509	GO:0016787					hydrolase activity	molecular_function
5656	PF04517	GO:0004857					enzyme inhibitor activity	molecular_function
5657	PF04517	GO:0019054					modulation by virus of host process	biological_process
5663	PF04539	GO:0003677					DNA binding	molecular_function
5664	PF04539	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
5665	PF04539	GO:0016987					sigma factor activity	molecular_function
5666	PF04539	GO:0006352					DNA-templated transcription, initiation	biological_process
5667	PF04539	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5668	PF04542	GO:0003677					DNA binding	molecular_function
5669	PF04542	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
5670	PF04542	GO:0016987					sigma factor activity	molecular_function
5671	PF04542	GO:0006352					DNA-templated transcription, initiation	biological_process
5672	PF04542	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5674	PF04545	GO:0003677					DNA binding	molecular_function
5675	PF04545	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
5676	PF04545	GO:0016987					sigma factor activity	molecular_function
5677	PF04545	GO:0006352					DNA-templated transcription, initiation	biological_process
5678	PF04545	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5679	PF04546	GO:0003677					DNA binding	molecular_function
5680	PF04546	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
5681	PF04546	GO:0016987					sigma factor activity	molecular_function
5682	PF04546	GO:0006352					DNA-templated transcription, initiation	biological_process
5683	PF04546	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5684	PF04548	GO:0005525					GTP binding	molecular_function
5685	PF04551	GO:0046429					4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity	molecular_function
5686	PF04551	GO:0016114					terpenoid biosynthetic process	biological_process
5687	PF04551	GO:0055114					oxidation-reduction process	biological_process
5690	PF04555	GO:0003677					DNA binding	molecular_function
5691	PF04555	GO:0009036					Type II site-specific deoxyribonuclease activity	molecular_function
5692	PF04555	GO:0009307					DNA restriction-modification system	biological_process
5696	PF04557	GO:0000166					nucleotide binding	molecular_function
5697	PF04557	GO:0004819					glutamine-tRNA ligase activity	molecular_function
5698	PF04557	GO:0005524					ATP binding	molecular_function
5699	PF04557	GO:0006425					glutaminyl-tRNA aminoacylation	biological_process
5700	PF04557	GO:0005737					cytoplasm	cellular_component
